DepartementPrincipal,Règlements de compte entre malfaireurs,Homicides pour voler et à l'occasion de vols,Homicides pour d'autres motifs,Tentatives d'homicides pour voler et à l'occasion de vols,Tentatives homicides pour d'autres motifs,Coups et blessures volontaires suivis de mort,Autres coups et blessures volontaires criminels ou correctionnels,Prises d'otages à l'occasion de vols,Prises d'otages dans un autre but,Sequestrations,Menaces ou chantages pour extorsion de fonds,Menaces ou chantages dans un autre but,Atteintes à la dignité et à la  personnalité,Violations de domicile,Vols à main armée contre des établissements financiers,Vols à main armée contre des éts industriels ou commerciaux,Vols à main armée contre des entreprises de transports de fonds,Vols à main armée contre des particuliers à leur domicile,Autres vols à main armée,"Vols avec armes blanches contre des établissements financiers,commerciaux ou industriels",Vols avec armes blanches contre des particuliers à leur domicile,Autres vols avec armes blanches,"Vols violents sans arme contre des établissements financiers,commerciaux ou industriels",Vols violents sans arme contre des particuliers à leur domicile,Vols violents sans arme contre des femmes sur voie publique ou autre lieu public,Vols violents sans arme contre d'autres victimes,Cambriolages de locaux d'habitations principales,Cambriolages de résidences secondaires,"Camb.de  locaux industriels, commerciaux ou financiers",Cambriolages d'autres lieux,Vols avec entrée par ruse en tous lieux,Vols à la tire,Vols à l'étalage,Vols de véhicules de transport avec frêt,Vols d'automobiles,Vols de véhicules motorisés à 2 roues,Vols à la roulotte,Vols d''accessoires sur véhicules à moteur immatriculés,Vols simples sur chantier,Vols simples sur exploitations agricoles,Autres vols simples contre des établissements publics ou privés,Autres vols simples contre des particuliers dans  deslocaux privés,Autres vols simples contre des particuliers dans des locaux ou lieux publics,Recels,Proxénétisme,Viols sur des majeur(e)s,Viols sur des mineur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des majeur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des mineur(e)s,Atteintes sexuelles,Homicides commis contre enfants de moins de 15 ans,"Violences, mauvais traitements et abandons d'enfants.",Délits au sujet de la garde des mineurs,Non versement de pension alimentaire,Trafic et revente sans usage de stupéfiants,Usage-revente de stupéfiants,Usage de stupéfiants,Autres infractions à la législation sur les stupéfiants,Délits de débits de boissons et infraction à la règlementation sur l'alcool  et le tabac,Fraudes alimentaires et infractions à l'hygiène,Autres délits contre santé publique et la réglementation des professions médicales,Incendies volontaires de biens publics,Incendies volontaires de biens privés,Attentats à l'explosif contre des biens publics,Attentats à l'explosif contre des biens privés,Autres destructions er dégradations de biens publics,Autres destructions er dégradations de biens privés,Destructions et dégradations de véhicules privés,Infractions aux conditions générales d'entrée et de séjour des étrangers,"Aide à l'entrée, à la circulation et au séjour des étrangers",Autres infractions à la police des étrangers,Outrages à dépositaires autorité,Violences à dépositaires autorité,Port ou détention armes prohibées,Atteintes aux intérêts fondamentaux de la Nation,Délits des courses et des jeux,Délits interdiction de séjour et de paraître,"Destructions, cruautés et autres délits envers les animaux",Atteintes à l'environnement,Chasse et pêche,Faux documents d'identité,Faux documents concernant la circulation des véhicules,Autres faux documents administratifs,Faux en écriture publique et authentique,Autres faux en écriture,Fausse monnaie,Contrefaçons et fraudes industrielles et commerciales,Contrefaçons littéraires et artistique,Falsification et usages de chèques volés,Falsification et usages de cartes de crédit,Escroqueries et abus de confiance,Infractions à la législation sur les chèques,Travail clandestin,Emploi d'étranger sans titre de travail,Marchandage - prêt de main d'oeuvre,"Banqueroutes, abus de biens sociaux et autres délits de société","Prix illicittes, publicité fausse et infractions aux règles de la concurrence",Achats et ventes sans factures,Infractions à l'exercice d'une profession règlementée,Infractions au droit de l'urbanisme et de la construction,Fraudes fiscales,Autres délits économiques et financiers,Autres délits,Année,Departement
47,0,0,0,0,0,0,292,0,0,2,9,82,31,15,0,1,0,2,1,0,2,2,0,3,68,60,267,12,113,70,19,222,114,0,76,88,361,109,12,1,131,52,248,114,0,3,8,5,12,2,0,22,33,26,0,6,215,10,0,2,0,8,16,0,0,68,232,358,33,0,4,62,58,42,1,0,2,1,1,0,1,4,3,2,8,5,1,0,113,87,256,23,2,0,0,1,0,0,0,3,0,18,103,2013,47
48,0,0,0,0,0,0,60,0,0,5,2,35,9,0,0,0,0,0,0,1,0,0,0,0,2,5,12,2,5,15,2,13,14,0,9,3,25,7,0,0,23,31,0,9,0,1,2,3,0,4,0,3,0,3,1,1,27,0,0,0,0,1,1,0,0,11,11,21,0,0,0,9,8,13,0,0,0,0,0,0,0,0,2,0,1,2,0,0,5,8,26,6,1,0,0,0,0,0,0,0,0,1,20,2013,48
49,0,0,8,0,13,0,889,0,1,3,52,409,179,32,1,14,0,2,2,2,0,22,3,5,116,207,723,15,305,296,33,182,534,0,355,324,1065,655,29,3,257,1003,2062,188,1,29,15,19,94,74,0,145,75,40,32,78,758,6,2,0,1,24,248,0,0,153,967,1053,14,1,3,150,183,187,1,0,0,2,0,0,4,16,14,16,18,7,1,1,397,192,878,22,16,1,0,14,0,0,1,1,13,13,381,2013,49
50,3,0,0,0,1,0,502,0,0,4,14,172,39,13,0,6,0,0,0,0,0,8,0,2,24,32,127,5,79,70,12,75,205,1,60,80,207,180,9,0,165,180,271,44,0,22,13,12,56,51,0,100,56,36,4,120,364,5,0,0,0,14,25,0,0,174,420,824,6,41,3,99,91,53,1,0,0,6,0,1,39,15,6,4,8,3,0,1,236,47,382,17,27,18,1,1,1,0,1,0,0,0,215,2013,50
51,0,0,1,0,6,1,1615,0,0,19,39,604,243,19,0,13,0,0,10,9,5,47,7,16,173,277,347,10,247,305,42,557,349,2,597,399,1348,777,119,2,472,1109,1689,186,2,31,44,51,92,57,0,333,123,66,28,117,1110,4,1,0,0,14,524,0,0,100,1671,1702,9,3,1,226,235,309,3,0,0,5,3,1,18,16,15,5,31,4,2,2,288,145,1073,46,12,1,0,35,0,0,3,2,5,10,494,2013,51
52,0,0,0,0,3,0,295,0,0,11,12,127,35,9,0,3,0,1,0,0,1,3,1,2,24,28,215,4,58,103,4,19,91,0,107,63,119,132,11,0,21,71,256,29,0,6,14,2,15,9,0,27,22,4,5,25,212,0,1,0,1,18,62,0,0,29,85,26,6,0,2,75,68,62,0,0,0,2,1,0,2,1,3,1,10,2,1,0,136,44,135,0,1,1,0,1,0,0,1,0,0,0,125,2013,52
53,0,0,0,0,0,0,309,0,0,4,18,123,71,13,0,1,0,0,0,2,0,0,0,5,28,0,238,5,91,109,8,106,66,0,71,47,200,177,12,5,139,216,370,34,0,10,17,19,36,23,0,61,46,13,7,27,149,0,1,0,0,24,24,0,0,102,99,99,3,0,7,56,80,36,0,0,0,1,7,0,2,8,1,5,10,4,2,1,104,52,184,5,4,0,0,3,0,0,1,0,0,0,146,2013,53
54,1,0,4,0,13,0,1935,0,0,20,111,574,237,39,5,16,0,7,8,14,6,38,7,13,127,209,1651,27,369,488,32,673,769,1,634,262,1572,1147,146,6,687,1216,2569,83,2,42,45,53,136,111,1,374,170,95,58,139,1722,19,5,2,2,57,307,0,0,355,1094,1367,324,120,7,245,305,386,8,0,1,11,10,1,27,28,29,5,29,5,2,1,553,314,1346,9,52,11,3,20,0,0,8,11,0,23,741,2013,54
55,0,0,0,1,1,0,192,0,0,4,10,95,62,6,0,1,0,0,1,0,1,4,1,1,11,16,132,2,46,18,5,29,168,0,88,38,218,99,20,3,101,203,191,36,0,1,9,8,22,7,3,32,23,7,3,72,254,1,0,0,0,18,29,0,0,52,111,241,2,1,2,34,26,61,3,0,0,5,2,0,1,1,3,1,2,0,3,0,52,35,182,2,5,1,0,1,0,0,1,0,1,1,114,2013,55
56,0,0,0,2,3,0,543,0,0,3,20,225,33,11,0,9,0,0,4,3,1,4,4,4,49,70,492,22,187,144,32,126,302,0,170,217,443,284,30,1,123,607,878,41,1,21,24,21,36,19,0,75,93,55,14,69,361,1,0,0,0,14,40,0,0,138,554,928,28,1,3,86,85,103,0,0,2,6,1,0,6,6,6,2,16,1,0,0,156,101,443,25,8,1,0,5,1,0,0,0,0,1,221,2013,56
57,0,0,3,0,9,1,1933,0,0,11,43,994,301,48,0,22,0,6,16,13,15,49,6,6,315,401,1342,11,506,495,30,633,696,1,516,266,1432,786,80,0,322,573,1733,171,0,28,28,32,76,61,0,243,195,148,84,98,1299,4,4,2,1,77,407,0,0,496,1765,2411,551,134,27,351,321,322,2,0,0,14,2,0,81,95,45,49,41,3,6,2,467,228,1625,45,112,54,38,3,3,1,1,6,3,15,890,2013,57
58,0,0,0,0,0,0,138,0,0,0,7,57,32,4,0,0,0,0,1,3,0,2,2,2,15,19,71,10,43,86,1,23,65,0,38,46,104,102,18,0,38,117,203,16,0,1,2,1,4,4,0,10,12,5,2,15,151,3,1,0,0,1,17,0,0,46,127,171,32,0,3,28,28,50,0,0,0,1,0,0,1,0,2,1,1,4,0,0,90,40,96,1,0,0,0,2,0,0,0,0,0,1,80,2013,58
59,1,0,26,0,50,5,9164,1,0,105,291,3938,1348,232,9,211,1,44,52,54,41,345,21,64,2488,2773,8586,40,2063,3060,245,5018,1951,2,5823,1673,14955,4792,588,23,2269,6818,6095,1496,5,186,240,215,354,523,2,1216,630,394,266,793,8264,70,6,4,6,201,2497,1,4,987,6570,7935,188,118,31,942,969,1335,8,0,2,81,9,4,130,152,148,120,150,93,40,3,2108,1322,5104,272,209,93,8,26,1,2,8,9,11,185,4103,2013,59
60,0,0,0,0,3,2,1080,0,0,7,56,337,92,27,0,22,1,2,3,3,3,20,1,3,159,205,458,1,199,141,41,197,424,1,703,156,895,697,47,0,149,363,740,110,0,25,26,29,54,52,0,99,75,59,34,18,733,6,2,1,0,17,247,0,0,112,606,910,46,87,6,135,187,132,1,0,2,9,2,0,105,49,14,4,19,4,3,3,124,201,559,3,45,48,0,0,1,4,0,0,5,6,466,2013,60
61,0,0,0,0,1,0,293,0,1,7,5,162,43,11,1,4,0,0,0,0,1,3,1,2,17,35,109,3,68,72,16,16,109,0,37,70,172,136,16,0,51,181,338,90,1,2,6,13,15,19,0,35,14,8,7,23,279,3,1,0,0,25,49,0,0,101,261,389,5,1,1,85,68,44,0,0,0,3,2,1,3,4,6,0,6,0,1,0,119,42,203,53,8,1,0,4,0,0,0,1,0,3,143,2013,61
62,0,0,12,1,10,7,5852,0,0,56,103,1818,606,157,3,89,0,8,14,7,11,47,6,43,374,520,2875,62,758,1277,101,632,903,2,1473,769,3506,1798,209,6,1047,2444,2892,464,4,87,134,68,284,286,2,636,327,142,90,288,2156,90,4,3,1,153,1101,1,3,615,2412,3325,601,372,15,572,476,376,13,0,1,63,15,4,499,21,25,45,89,19,31,16,1108,529,2376,191,89,15,2,15,8,2,6,12,9,39,2393,2013,62
63,0,0,3,0,6,0,968,0,1,5,36,427,103,20,0,7,0,1,4,5,1,14,8,3,121,178,1119,28,361,439,50,493,434,0,528,279,1120,787,99,9,319,865,1396,150,1,5,12,0,16,49,0,103,112,33,17,49,386,4,0,0,1,20,228,0,0,243,1034,1039,29,6,5,107,119,129,1,0,0,5,1,0,28,27,17,26,33,7,2,2,248,266,1118,37,22,13,0,21,0,0,0,5,11,10,354,2013,63
64,0,0,1,0,5,1,861,0,0,5,31,387,155,32,3,20,0,3,2,9,8,18,3,15,156,192,964,83,369,294,88,442,551,0,326,512,1495,430,55,1,413,868,2101,135,2,37,25,33,54,73,0,115,110,66,69,98,1250,17,2,0,0,37,122,0,0,191,664,1317,1059,70,37,132,141,144,2,0,0,14,3,2,104,12,24,26,32,4,4,0,258,265,773,71,21,16,0,14,6,0,3,3,4,33,359,2013,64
65,0,0,0,0,0,0,257,0,0,1,8,149,33,4,0,1,0,1,1,4,0,6,0,0,51,63,352,4,104,102,20,241,192,0,122,98,455,175,23,1,164,0,134,45,0,0,5,5,17,7,0,49,37,23,3,16,201,3,0,2,0,8,22,0,0,84,156,367,7,0,13,48,34,58,0,0,0,2,2,0,6,3,6,0,18,0,2,2,152,98,323,48,15,0,1,4,0,0,0,0,0,1,61,2013,65
66,0,0,1,0,6,1,773,0,0,12,33,446,116,34,3,14,1,1,1,0,3,25,3,10,319,194,691,37,203,251,17,230,197,1,491,208,759,414,34,2,206,437,1032,109,0,17,19,19,35,23,0,77,58,28,51,36,284,1,9,1,0,17,85,0,1,152,426,351,3352,105,48,115,119,89,3,0,0,6,2,1,220,70,104,4,23,4,1,0,288,211,465,6,37,56,2,4,1,0,0,11,2,25,293,2013,66
67,0,0,7,0,10,0,1872,0,0,26,93,1288,437,72,2,21,0,4,10,13,7,57,14,18,286,312,1100,19,252,649,50,1001,781,0,365,429,1154,847,149,0,76,1210,3610,20,43,1,42,76,86,10,0,445,152,39,81,260,1714,22,7,15,23,162,675,0,2,451,1142,1372,952,168,81,413,386,296,5,0,2,16,26,0,53,113,173,121,40,13,18,0,268,296,1887,156,89,39,2,32,18,0,35,10,20,39,889,2013,67
68,0,0,1,0,17,0,1338,0,0,16,81,735,262,47,0,20,0,2,6,6,3,35,7,4,197,240,805,13,277,478,32,113,501,0,310,289,815,563,36,1,355,768,1826,158,6,10,11,27,14,47,0,178,176,114,63,48,764,6,2,3,0,25,362,1,0,239,1104,1053,121,60,14,283,261,224,2,0,2,5,1,0,54,50,48,20,30,16,9,1,256,131,815,38,56,23,2,9,1,0,3,3,4,35,635,2013,68
69,1,0,7,1,38,1,5142,0,0,72,224,2613,968,176,4,97,0,15,25,40,11,223,7,18,1666,1493,5998,40,1409,3057,130,981,3207,2,2902,1328,6658,3230,226,1,2117,2283,14999,1099,56,83,87,200,161,548,2,705,343,278,50,299,6215,9,24,2,1,87,1190,6,0,919,3432,4648,71,56,38,1010,1330,1331,1,0,9,12,2,0,203,171,186,191,270,59,38,0,1245,1832,4303,62,87,51,3,13,1,0,21,3,4,534,2278,2013,69
70,0,0,0,0,1,0,204,0,0,0,16,71,24,6,0,6,0,2,0,6,0,5,1,5,14,14,96,5,48,39,7,34,57,0,59,44,144,104,11,2,57,146,237,18,0,3,2,6,8,15,0,11,15,10,0,15,139,0,0,0,0,6,40,0,0,22,94,88,0,0,1,24,20,35,0,0,0,1,0,0,0,1,1,0,2,1,3,0,35,30,105,1,2,0,0,3,0,0,0,0,0,3,87,2013,70
71,0,0,0,0,5,1,650,0,0,17,23,258,94,14,0,17,0,1,1,2,4,6,2,7,65,60,608,11,169,103,35,91,470,0,214,219,328,322,20,1,238,428,211,81,0,21,7,23,33,66,0,94,54,43,13,77,601,4,0,0,0,27,129,0,0,176,335,698,6,0,0,111,109,112,2,0,0,10,2,1,5,7,12,4,16,4,4,0,186,154,589,5,21,0,0,11,0,0,0,2,2,16,213,2013,71
72,0,0,1,0,2,0,667,0,0,6,23,335,129,20,1,6,0,0,0,2,3,24,1,2,88,159,324,5,134,179,27,134,154,0,159,190,519,233,20,0,294,519,956,121,0,17,35,25,63,41,0,192,47,8,2,45,688,0,6,0,0,16,128,0,0,143,494,544,25,1,5,93,127,176,0,0,2,1,1,0,13,22,5,4,11,7,1,0,251,224,549,4,17,0,0,0,0,0,3,0,0,2,215,2013,72
73,0,0,1,0,1,0,658,0,0,1,21,172,57,18,0,5,0,0,1,0,1,20,6,6,122,126,457,5,179,227,18,98,311,0,241,252,527,322,9,0,154,191,353,103,0,9,8,18,17,17,0,29,41,35,10,44,428,12,0,0,0,18,170,0,0,62,582,745,2246,174,8,77,81,91,0,0,0,4,1,0,432,33,67,9,3,7,0,0,130,180,431,21,30,51,7,2,0,0,9,0,4,7,195,2013,73
74,0,1,2,0,1,0,711,1,0,13,23,280,87,28,2,8,0,0,2,5,5,9,18,1,101,87,831,24,254,300,49,240,407,0,291,326,579,212,21,0,179,724,994,92,0,10,11,15,21,19,0,67,75,108,58,117,974,1,29,4,1,7,62,0,0,109,635,657,734,116,8,135,88,183,0,0,1,4,4,0,95,23,20,1,20,5,6,0,99,151,482,14,35,18,2,29,2,0,4,5,1,26,240,2013,74
75,1,2,42,8,127,5,8454,0,1,138,1223,2870,1512,385,8,167,3,39,82,71,63,1140,54,120,9222,7513,10940,193,2487,1591,696,24766,5092,9,2580,6292,11690,2300,214,1,3364,7958,44287,3655,63,397,136,380,241,1574,2,245,767,352,546,907,8676,608,50,2,29,87,334,0,0,1043,8475,6228,838,17,89,1512,2396,2389,2,191,8,28,4,0,541,363,160,37,449,184,74,59,3735,5335,10500,85,619,78,10,236,7,5,153,16,201,5282,7144,2013,75
76,0,3,9,5,8,2,3624,1,0,44,179,1866,711,156,6,42,1,3,19,13,11,75,20,12,822,1104,2417,15,898,1112,105,972,1200,1,1538,923,3275,2425,155,1,996,2544,3959,401,9,63,71,104,192,262,0,420,535,169,96,190,2103,23,19,3,2,88,856,1,1,672,3269,3776,53,60,24,584,607,529,8,0,6,20,5,2,80,58,70,30,107,29,1,1,1192,614,2225,46,102,21,2,12,1,0,3,0,4,19,1671,2013,76
77,0,0,8,0,9,1,3710,0,0,42,181,1661,362,134,2,63,1,15,42,49,9,142,20,18,1351,1343,4690,89,774,805,203,1955,2466,17,3103,664,4865,3119,222,6,1454,2282,4248,524,4,61,97,78,90,210,2,703,193,178,63,285,5072,26,0,1,3,90,553,0,1,651,2058,2809,92,106,290,686,695,790,4,1,5,26,21,1,195,83,53,27,109,33,14,1,1180,912,2939,65,175,95,0,7,4,1,3,13,7,32,1919,2013,77
78,0,0,2,0,22,0,3293,0,0,45,208,1826,518,135,0,31,0,6,18,17,12,115,25,17,1484,1431,5321,61,649,706,166,1386,2921,0,2457,974,3807,3144,114,1,987,2750,7308,575,2,92,97,101,171,125,1,511,299,212,164,247,5403,131,3,11,3,58,696,0,1,562,3070,4930,115,62,109,717,865,807,6,0,1,26,7,2,91,131,169,29,180,76,25,1,1422,1139,4574,154,194,87,6,41,6,0,23,23,20,187,2021,2013,78
79,0,0,1,0,0,0,191,0,0,2,17,95,41,9,0,0,0,0,1,0,0,3,1,4,34,41,220,6,68,53,5,73,235,0,66,172,172,150,12,0,143,245,360,41,0,7,12,8,19,8,0,65,17,15,0,32,166,0,5,3,0,7,18,0,0,80,215,245,2,0,2,26,62,69,0,0,1,8,1,1,1,2,2,0,3,1,0,0,137,67,231,23,4,1,0,0,2,1,0,4,0,4,112,2013,79
80,0,0,3,0,11,0,1116,0,0,7,35,524,180,33,0,10,0,2,1,12,2,45,6,13,203,307,735,8,212,243,42,240,331,0,496,332,774,525,29,0,367,689,1353,127,0,34,33,40,54,10,0,178,146,40,32,35,897,2,4,2,0,95,313,0,0,222,546,877,48,2,51,238,272,187,6,0,0,7,1,3,8,11,13,7,16,10,1,0,282,139,508,125,12,3,0,0,0,0,1,1,0,6,545,2013,80
81,0,0,0,0,2,1,493,0,0,6,15,174,65,6,0,10,0,1,1,3,2,15,1,10,53,67,603,35,134,123,19,94,187,1,152,146,518,239,18,2,117,401,484,47,1,10,14,15,26,13,0,54,29,29,2,54,377,2,0,1,1,20,147,0,0,115,403,510,14,0,2,68,56,51,0,1,0,7,9,3,3,4,5,7,6,3,0,0,123,55,303,20,6,1,0,2,1,0,1,10,0,4,141,2013,81
82,0,0,0,0,0,0,275,0,0,3,3,132,32,10,0,2,0,1,2,1,1,7,3,5,46,37,420,11,138,88,9,116,107,0,125,61,305,181,14,7,101,254,409,25,0,7,8,6,15,11,0,64,14,13,1,4,148,0,0,3,0,5,47,1,0,49,172,103,7,0,4,40,43,43,0,0,0,3,2,1,3,1,1,0,20,4,0,0,135,81,312,81,5,0,0,1,0,1,2,2,1,0,114,2013,82
83,0,1,4,0,14,1,2316,0,1,15,94,1173,436,121,2,31,0,3,7,6,9,54,7,6,543,494,1867,239,453,479,104,1162,727,1,903,1600,2586,920,71,1,425,1282,4315,169,5,37,42,40,50,189,0,242,120,105,41,194,3005,3,34,9,13,16,291,1,3,181,1134,1035,30,21,51,434,389,459,1,2,9,24,11,0,39,23,30,34,63,18,5,3,664,783,2111,32,94,21,1,11,2,1,9,99,10,50,933,2013,83
84,0,0,1,0,3,1,1067,0,0,12,35,477,108,46,0,34,2,5,8,1,8,28,2,13,266,286,1564,14,245,308,47,359,480,0,705,316,1067,585,48,11,171,1145,1373,142,0,6,22,24,31,59,0,87,77,70,12,39,591,2,4,2,1,21,346,0,1,192,690,853,60,52,126,188,145,171,0,0,0,7,5,0,50,6,23,10,25,2,4,0,224,335,841,15,59,42,0,0,0,3,1,8,2,5,375,2013,84
85,0,0,0,1,1,0,289,0,0,2,14,102,41,13,0,1,0,0,0,3,0,3,0,3,27,26,298,26,115,100,27,46,190,0,103,176,450,221,13,1,96,419,571,41,1,11,0,17,28,19,0,86,55,22,1,134,244,2,2,0,0,7,26,0,0,118,273,376,2,0,2,46,76,67,0,0,0,2,2,1,0,2,1,0,7,2,0,0,116,49,249,6,3,0,0,1,0,0,0,2,0,3,132,2013,85
86,0,0,1,0,2,0,529,0,0,15,26,238,123,13,0,8,0,0,2,9,1,6,4,6,47,71,485,25,195,180,35,358,458,1,176,188,717,522,63,1,259,637,146,78,0,16,31,21,36,43,0,109,47,19,10,90,531,1,2,2,0,33,96,0,0,228,476,692,0,1,2,133,136,170,1,0,2,6,4,0,13,5,18,10,13,3,2,0,153,123,582,38,20,5,0,0,0,0,2,6,4,5,343,2013,86
87,0,0,4,0,2,0,585,0,0,5,39,190,110,15,0,19,0,3,3,10,2,25,0,3,52,89,563,26,172,201,29,373,282,0,165,163,797,468,29,3,249,355,1061,1,3,7,23,22,33,36,0,117,50,19,45,98,362,0,1,0,0,19,110,0,0,123,290,341,20,29,6,51,90,88,0,0,0,3,4,1,26,16,28,4,23,2,0,0,152,122,548,13,26,13,0,7,1,0,0,1,6,4,266,2013,87
88,0,0,1,0,2,0,318,0,0,2,10,88,30,6,0,5,0,0,2,3,0,4,2,2,25,39,258,6,134,80,10,35,129,0,77,77,295,155,16,1,127,262,394,32,0,1,4,2,10,15,0,18,62,27,6,48,332,2,0,0,0,8,11,0,0,92,186,335,1,0,5,50,46,112,1,1,0,0,5,1,0,1,4,0,7,2,0,0,60,52,241,12,4,0,0,1,0,0,0,1,0,0,139,2013,88
89,0,0,0,0,0,0,447,0,0,9,24,216,126,14,0,2,0,0,0,2,3,6,1,3,45,45,265,8,101,55,7,138,251,0,153,94,241,254,11,0,192,336,558,23,0,6,10,10,12,16,0,98,23,10,1,18,351,3,7,1,1,31,125,0,0,70,237,418,31,0,11,68,81,101,0,0,2,4,3,0,8,7,15,3,13,4,0,0,141,105,333,8,6,0,0,2,0,0,0,0,1,0,224,2013,89
90,0,0,0,0,0,0,374,1,0,1,19,117,72,13,1,8,0,2,1,1,1,14,5,2,45,68,218,10,70,118,14,13,140,0,77,54,138,113,12,1,98,242,557,34,0,6,9,26,26,19,0,54,33,11,8,24,270,1,1,0,0,9,117,1,0,22,164,181,1,0,1,55,46,71,1,0,0,0,0,0,2,0,9,2,1,7,1,0,137,46,229,14,6,0,0,0,0,0,1,0,1,6,147,2013,90
91,0,0,5,0,43,2,3536,0,0,56,136,1433,295,100,2,114,0,20,49,9,14,229,7,14,1022,1295,4706,54,488,625,161,1613,1719,5,3110,822,3894,2804,150,0,463,1709,4003,507,3,68,60,85,133,122,2,323,200,120,82,236,3262,58,5,2,2,31,532,0,3,385,2155,2476,219,102,36,636,770,543,4,0,12,13,10,0,194,133,62,12,68,41,28,0,645,762,2440,59,151,107,0,4,3,3,12,15,6,41,1493,2013,91
92,1,0,10,8,33,1,3804,0,2,32,424,2081,508,145,2,68,0,17,63,26,18,301,35,37,2726,2519,5527,40,635,844,477,3885,1715,13,2080,2850,7688,3311,223,3,1179,3189,14890,559,7,91,91,111,159,196,0,374,467,201,519,195,4744,84,8,13,7,76,475,0,0,652,3994,6373,232,3,176,667,719,460,1,24,14,16,0,0,75,105,89,37,177,70,14,7,2605,2684,6544,54,78,34,2,24,1,3,9,3,21,101,2454,2013,92
93,3,0,14,4,30,2,9715,2,1,130,571,3341,497,348,6,116,2,18,63,26,25,361,56,41,7425,5161,9339,20,917,975,467,6024,2630,20,5786,1830,13369,4393,298,1,1096,3776,10148,1924,6,227,125,140,133,265,2,696,425,315,1031,432,8900,375,18,4,3,105,1122,5,5,851,6784,7705,382,45,57,1608,1772,1337,0,3,10,18,6,2,134,184,147,30,137,81,40,8,1496,1842,4912,46,290,103,1,5,2,1,15,11,5,358,3781,2013,93
94,0,1,9,1,60,2,4277,0,0,38,457,1664,310,139,16,135,1,36,49,48,19,204,25,38,2895,2083,6498,41,706,893,337,2987,2367,8,3400,1976,8278,4349,211,1,1024,2897,7839,1055,2,111,11,134,134,165,2,468,289,169,233,241,4755,44,2,3,7,45,476,0,0,495,3223,4022,54,72,174,707,839,890,5,0,7,16,13,0,163,100,77,41,53,31,33,3,1157,1402,4350,52,187,53,0,31,3,0,9,19,5,52,2075,2013,94
95,0,0,4,0,40,0,4212,1,1,65,278,2019,405,125,1,81,3,23,48,41,19,388,7,26,2327,1975,4398,40,502,543,160,3170,1573,4,3743,917,6029,2958,149,3,837,1949,5407,722,6,87,89,99,107,156,0,357,218,166,104,189,4282,22,5,15,3,29,644,0,0,529,3084,4031,266,123,744,680,715,776,4,0,15,18,8,1,499,158,55,14,139,84,47,1,877,1084,3563,48,105,80,1,5,1,3,49,3,5,170,2276,2013,95
971,0,1,23,0,17,0,1175,0,0,11,50,609,58,53,2,43,0,6,138,5,4,152,6,4,316,312,914,12,191,185,6,45,49,2,247,201,881,330,21,5,109,468,632,98,13,24,9,22,30,27,0,92,20,34,174,27,575,1,40,1,2,1,39,0,0,41,355,584,276,143,4,79,87,243,0,0,0,4,8,1,9,16,29,3,21,6,0,0,252,48,288,9,120,83,3,16,8,0,6,3,3,2,170,2013,971
972,0,0,4,10,21,0,1105,0,0,13,43,432,77,33,0,20,0,6,69,6,5,12,5,5,453,391,624,4,159,77,2,79,180,0,183,185,1105,249,23,1,120,335,535,63,1,22,25,21,39,18,0,75,26,20,25,36,573,20,0,1,0,4,16,0,0,51,182,205,5,80,19,94,136,304,1,2,0,0,0,0,2,3,12,3,15,6,1,0,73,70,245,7,78,65,0,3,0,0,5,1,0,2,201,2013,972
973,0,0,3,1,8,0,802,0,1,6,22,317,75,31,0,10,0,2,60,0,2,77,0,2,354,284,400,3,132,31,6,54,40,0,52,382,682,116,17,0,1,573,6,142,1,14,20,9,0,28,0,137,26,8,15,31,356,3,0,2,0,0,7,0,0,24,156,213,1844,299,16,59,86,164,0,8,0,0,59,0,24,13,20,1,5,1,0,0,53,50,154,2,242,165,0,4,0,0,69,1,3,21,185,2013,973
974,0,0,10,2,4,1,1597,0,0,10,40,865,96,77,1,7,0,2,12,5,8,34,13,8,186,421,963,22,337,217,7,53,143,0,312,478,1193,489,66,17,249,755,1076,119,2,28,49,31,91,42,0,163,85,68,13,28,401,13,8,14,0,33,159,0,0,91,404,1058,1,21,12,71,164,146,1,1,0,12,5,7,15,4,10,2,35,8,0,0,355,74,536,28,58,3,0,7,2,0,0,31,1,18,381,2013,974
976,0,0,1,0,1,0,372,0,0,0,5,48,16,1,0,0,0,0,0,2,8,21,1,3,113,120,721,0,202,122,1,101,47,0,64,161,490,21,7,1,34,408,118,0,0,0,6,9,6,0,0,2,6,3,6,1,32,1,0,0,0,0,5,0,0,19,82,349,4272,348,1,22,39,22,0,0,0,3,0,0,287,0,1,1,2,2,0,0,10,6,84,0,14,94,0,1,0,0,6,1,0,1,67,2013,976
987,0,0,0,0,0,0,392,0,0,1,13,39,14,16,0,0,0,0,0,1,0,2,0,0,31,63,108,1,55,46,0,15,61,0,35,106,656,45,4,0,30,260,14,2,1,8,6,16,20,66,0,34,4,14,11,75,450,5,0,0,0,0,4,0,0,10,61,107,15,18,41,33,36,10,0,49,0,7,0,0,1,0,2,0,1,9,0,0,49,26,157,0,11,10,0,3,0,0,1,0,0,2,128,2013,987
